season,week,team,spread_line,total_line
2022,6,CIN,-3.0,42.5
2022,6,BAL,-5.5,45.5
2022,6,DAL,6.5,42.5
2022,6,TB,-10.0,46.5
2022,6,ARI,-2.5,50.5
2022,6,DEN,4.0,45.5
2022,7,NO,2.5,43.5
2022,7,CLE,6.5,46.5
2022,7,TB,-13.0,39.5
2022,7,ATL,6.5,47.5
2022,7,DET,7.0,49.5
2022,7,NYJ,-2.0,37
2022,7,NYG,3.0,43.5
2022,7,HOU,7.0,46
2022,7,SEA,4.5,51
2022,7,PIT,7.0,44
2022,7,KC,-1.0,49
2022,7,IND,2.5,42.5
2022,7,GB,-4.0,41.5
2022,7,CHI,8.5,40
2022,8,BAL,2.0,46
2022,8,CAR,4.0,41
2022,8,GB,10.5,47
2022,8,CHI,10.0,42.5
2022,8,MIA,-3.5,52
2022,8,TEN,-1.0,39.5
2022,8,WAS,3.0,40
2022,8,DEN,1.0,40.5
2022,8,SF,1.0,42
2022,8,ARI,4.0,48.5
2022,8,LVR,-1.0,48.5
2022,8,NE,-3.0,40
2022,8,PIT,11.5,43
2022,8,NYG,3.0,44.5
2022,8,CIN,-3.0,45
2022,9,PHI,-14.0,45.5
2022,9,SEA,2.0,49
2022,9,LAC,-2.5,49.5
2022,9,MIA,-4.0,46
2022,9,CAR,7.0,42.5
2022,9,GB,-4.0,49.5
2022,9,LVR,-2.5,48
2022,9,TEN,14.0,45
2022,9,IND,5.0,40
2022,9,BUF,-10.5,46
2022,9,LAR,3.0,42.5
2022,9,MIN,-3.0,43.5
2022,9,BAL,-1.5,46
2022,10,ATL,-2.5,41.5
2022,10,MIN,6.0,46
2022,10,DET,3.0,48.5
2022,10,DAL,-3.5,44.5
2022,10,JAX,9.5,51.5
2022,10,IND,4.0,41
2022,10,ARI,3.5,38
2022,10,CLE,3.0,49.5
2022,10,HOU,4.5,41
2022,10,NO,1.0,39.5
2022,10,LAC,8.0,45.5
2022,10,SEA,2.5,45
2022,10,DEN,2.5,39.5
2022,10,WAS,11.0,43
2022,11,TEN,3.0,40.5
2022,11,CHI,2.5,48.5
2022,11,CAR,12.5,41.5
2022,11,CLE,7.5,50.5
2022,11,LVR,2.5,41.5
2022,11,WAS,-3.0,41
2022,11,PHI,-6.0,45
2022,11,KC,-5.5,53
2022,11,DAL,-2.0,48.5
2022,11,NYJ,3.5,38
2022,11,LAR,2.5,39.5
2022,11,DET,3.0,44.5
2022,11,CIN,-3.5,39.5
2022,11,SF,-10.0,43
2022,12,NYG,10.0,45.5
2022,12,BUF,-9.5,55
2022,12,NE,2.5,41.5
2022,12,LAC,-2.5,48.5
2022,12,DEN,-1.0,36
2022,12,TB,-3.0,42
2022,12,BAL,-3.5,43
2022,12,LAR,15.5,42
2022,12,HOU,14.0,47.5
2022,12,CHI,7.5,37.5
2022,12,GB,6.5,46.5
2022,12,NO,8.5,43.5
2022,12,LVR,4.0,47.5
2022,12,CIN,-1.0,42
2022,12,ATL,3.5,40
2022,12,PIT,2.5,39.5
2022,13,BUF,-4.0,44
2022,13,PIT,-1.5,43
2022,13,DEN,9.0,40
2022,13,GB,-3.5,45
2022,13,KC,-2.5,53.5
2022,13,IND,11.0,44.5
2022,13,JAX,1.0,51
2022,13,CLE,-7.5,46.5
2022,13,LAC,2.5,49.5
2022,13,SEA,-6.5,41
2022,13,NYJ,3.0,44
2022,13,WAS,-2.5,40.5
2022,13,TEN,4.5,44.5
2022,13,MIA,5.0,45.5
2022,13,NO,3.0,40.5
2022,14,LVR,-6.5,41.5
2022,14,NYJ,10.0,43.5
2022,14,CLE,4.0,47
2022,14,HOU,17.0,44.5
2022,14,KC,-9.0,44
2022,14,MIN,2.0,51.5
2022,14,MIA,-3.0,55
2022,14,PHI,-7.0,44.5
2022,14,BAL,2.0,37
2022,14,TB,3.5,38.5
2022,14,CAR,4.0,44
2022,14,JAX,3.0,41.5
2022,14,NE,-2.5,44
2022,15,SF,-3.0,42.5
2022,15,MIA,7.0,43.5
2022,15,BAL,3.0,39
2022,15,IND,3.5,47
2022,15,PIT,2.5,37
2022,15,PHI,-8.5,48
2022,15,ARI,1.5,37
2022,15,KC,-14.5,48.5
2022,15,DAL,-4.0,48
2022,15,NE,2.5,45.5
2022,15,TEN,3.0,46.5
2022,15,ATL,5.0,43.5
2022,15,DET,2.0,44
2022,15,CIN,-3.5,47.5
2022,15,NYG,4.0,40.5
2022,15,LAR,7.5,39.5
2022,16,JAX,2.5,36.5
2022,16,ATL,6.5,35
2022,16,DET,-2.5,43.5
2022,16,BUF,-8.0,40.5
2022,16,NO,3.0,32
2022,16,PHI,4.0,48
2022,16,SEA,10.0,50.5
2022,16,NYG,4.5,48
2022,16,CIN,-3.0,41.5
2022,16,LVR,2.0,38
2022,16,WAS,6.5,37
2022,16,HOU,3.0,34
2022,16,TB,-7.5,41.5
2022,16,DEN,-3.0,36
2022,16,GB,3.5,49.5
2022,16,LAC,-3.5,44.5
2022,17,DAL,-14.0,40.5
2022,17,ARI,6.5,40.5
2022,17,PIT,1.0,35.5
2022,17,CHI,4.5,52.5
2022,17,MIN,3.5,47.5
2022,17,JAX,-3.5,43
2022,17,DEN,12.5,45.5
2022,17,SF,-10.0,41
2022,17,LAR,6.5,41
2022,17,MIA,3.0,41.5
2022,17,IND,5.5,38.5
2022,17,NO,5.0,42
2022,17,NYJ,-1.5,43
2022,17,CAR,3.5,40.5
2022,17,CLE,2.0,41.5
2022,18,TEN,6.5,39.5
2022,18,KC,-8.5,52
2022,18,TB,6.0,40.5
2022,18,NE,8.0,44
2022,18,MIN,-6.5,42.5
2022,18,BAL,11.0,39
2022,18,LAC,6.5,39
2022,18,DET,4.0,48
2022,18,HOU,3.0,37.5
2022,18,NYJ,3.5,37.5
2022,18,CAR,3.5,41.5
2022,18,NYG,17.0,43
2022,18,CLE,2.5,40
2022,18,ARI,14.5,40
2022,18,LAR,4.5,43
2022,18,DAL,-7.5,41
2023,1,DET,4.5,53
2023,1,CAR,3.5,39.5
2023,1,HOU,9.5,43.5
2023,1,GB,1.0,41.5
2023,1,CIN,-2.0,47.5
2023,1,LVR,3.5,43
2023,1,JAX,-4.5,46
2023,1,MIA,3.0,51
2023,1,TB,5.0,46
2023,1,PHI,-3.5,44.5
2023,1,TEN,3.0,41.5
2023,1,DAL,-3.5,45
2023,1,SF,-2.0,41.5
2023,1,LAR,5.0,46
2023,1,ARI,7.0,38
2023,1,BUF,-2.0,45.5
2023,2,MIN,6.0,49
2023,2,NYG,-4.0,39.5
2023,2,GB,1.5,40
2023,2,LVR,8.0,47
2023,2,BAL,3.0,45.5
2023,2,NYJ,8.5,38.5
2023,2,WAS,3.5,38.5
2023,2,SEA,4.5,47
2023,2,IND,1.0,39.5
2023,2,KC,-3.0,51
2023,2,SF,-7.5,45
2023,2,MIA,-2.5,46.5
2023,2,CHI,2.5,41
2023,2,LAC,-2.5,45.5
2023,2,NO,-3.0,39.5
2023,2,CLE,-2.0,38
2023,3,NYG,10.0,44
2023,3,DAL,-13.0,43
2023,3,IND,8.0,43
2023,3,TEN,3.5,38.5
2023,3,ATL,3.0,46
2023,3,NO,1.0,42
2023,3,HOU,7.5,43.5
2023,3,CHI,12.5,48
2023,3,PIT,-2.5,43
2023,3,DEN,6.0,47
2023,3,LAC,1.0,54
2023,3,NE,-2.5,36
2023,3,CAR,5.0,42
2023,3,BUF,-6.0,43
2023,3,LAR,2.0,43.5
2023,3,PHI,-5.0,45
2023,4,DET,-1.5,46
2023,4,MIA,2.5,53.5
2023,4,MIN,-4.5,46.5
2023,4,DEN,-3.0,46.5
2023,4,BAL,2.5,38.5
2023,4,NE,6.0,43.5
2023,4,PIT,-3.0,42
2023,4,LAR,1.0,45.5
2023,4,ATL,3.0,42.5
2023,4,LVR,6.0,48
2023,4,TB,3.5,40
2023,4,KC,-8.5,41.5
2023,4,WAS,9.0,43
2023,4,ARI,14.0,43.5
2023,4,CIN,-2.5,41
2023,4,SEA,-1.5,47
2023,5,CHI,6.0,44.5
2023,5,CIN,-3.0,45
2023,5,HOU,2.5,42
2023,5,JAX,5.0,48.5
2023,5,NYJ,2.0,42.5
2023,5,CAR,9.0,43.5
2023,5,TEN,-2.5,43.5
2023,5,PHI,-3.5,50.5
2023,5,NYG,13.0,47.5
2023,5,KC,-3.5,52.5
2023,5,NO,1.5,38.5
2023,5,BAL,-4.5,38.5
2023,5,DAL,3.5,45.5
2023,5,GB,2.0,45
2023,6,DEN,10.5,47.5
2023,6,WAS,1.5,42
2023,6,NYG,15.0,43.5
2023,6,MIN,-3.0,44.5
2023,6,SEA,3.0,45.5
2023,6,SF,-9.5,36
2023,6,NO,-2.5,41.5
2023,6,IND,4.0,44
2023,6,NE,3.0,41.5
2023,6,ARI,7.0,48
2023,6,CAR,14.0,47.5
2023,6,PHI,-6.5,43.5
2023,6,DET,-3.0,43
2023,6,BAL,-5.5,42.5
2023,6,DAL,-1.0,50
2023,7,JAX,2.5,41
2023,7,DET,3.0,43.5
2023,7,LVR,-2.5,38.5
2023,7,GB,1.5,44
2023,7,CLE,-3.5,39.5
2023,7,LAC,5.5,48.5
2023,7,PIT,3.5,44
2023,7,BUF,-7.5,41
2023,7,WAS,-3.0,37
2023,7,MIA,3.0,52
2023,7,ARI,9.0,43.5
2023,7,ATL,3.0,37.5
2023,7,SF,-7.0,44
2023,8,TB,10.0,43
2023,8,BAL,-9.5,45
2023,8,HOU,-3.5,43
2023,8,LAR,7.0,45.5
2023,8,KC,-7.0,45.5
2023,8,MIN,-1.5,41.5
2023,8,NO,-2.0,43.5
2023,8,CHI,9.5,46
2023,8,NE,8.0,47
2023,8,NYJ,-3.0,34.5
2023,8,JAX,-2.5,40.5
2023,8,CIN,4.0,44
2023,8,CLE,4.0,38.5
2023,8,ATL,-2.5,35.5
2023,8,PHI,-7.0,43
2023,8,LVR,7.0,46
2023,9,TEN,3.0,37
2023,9,MIN,3.5,39
2023,9,SEA,6.0,44.5
2023,9,IND,-1.5,45
2023,9,BUF,1.5,51
2023,9,ARI,13.0,38
2023,9,LAR,3.5,37.5
2023,9,TB,2.5,40
2023,9,MIA,1.0,51
2023,9,NYG,1.5,38.5
2023,9,WAS,3.0,40.5
2023,9,CHI,9.0,42
2023,9,DAL,3.0,46.5
2023,9,LAC,-3.0,41
2023,10,CAR,3.5,38
2023,10,ATL,-2.0,43.5
2023,10,CLE,6.0,38
2023,10,HOU,5.5,45.5
2023,10,NYG,17.5,39
2023,10,SF,-3.0,44.5
2023,10,NYJ,-1.0,35.5
2023,10,DET,-2.5,48.5
2023,10,NO,-3.0,40.5
2023,10,IND,-1.5,42.5
2023,10,GB,3.0,38.5
2023,10,WAS,6.0,44
2023,10,TEN,2.5,39
2023,10,DEN,7.5,47.5
2023,11,CIN,4.0,46.5
2023,11,NYJ,8.5,39
2023,11,DAL,-11.0,43
2023,11,PIT,2.0,34.5
2023,11,MIN,2.5,43
2023,11,CHI,8.0,48
2023,11,LAC,-3.0,44
2023,11,ARI,5.0,48
2023,11,TEN,6.5,40
2023,11,SEA,2.0,46
2023,11,LVR,14.0,44.5
2023,11,TB,13.5,41.5
2023,11,NYG,8.5,39
2023,11,PHI,2.5,46
2023,12,WAS,13.0,48
2023,12,GB,8.5,47
2023,12,SF,-7.0,43
2023,12,MIA,-9.5,40
2023,12,LAR,-3.0,45
2023,12,NO,-2.0,42
2023,12,PIT,-2.0,37
2023,12,CLE,1.5,37.5
2023,12,JAX,-1.5,47.5
2023,12,TB,2.5,45
2023,12,KC,-9.0,42.5
2023,12,BAL,-3.0,49
2023,12,NE,-4.5,36
2023,12,BUF,2.5,48.5
2023,12,CAR,3.5,35.5
2023,12,CHI,3.0,43.5
2023,13,SEA,9.5,47.5
2023,13,KC,-6.0,44
2023,13,DEN,3.0,47
2023,13,CLE,3.5,39.5
2023,13,LAC,-4.5,39
2023,13,DET,-4.0,47.5
2023,13,ATL,-2.0,33
2023,13,SF,-3.0,46.5
2023,13,ARI,6.0,41
2023,13,CAR,3.5,36.5
2023,13,IND,-1.0,42
2023,13,MIA,-9.0,49.5
2023,13,CIN,10.0,41
2023,14,NE,5.0,30.5
2023,14,TB,1.5,41.5
2023,14,LAR,7.5,42
2023,14,DET,-3.0,44.5
2023,14,IND,3.0,44.5
2023,14,JAX,2.0,37.5
2023,14,PHI,3.5,52.5
2023,14,BUF,2.0,49.5
2023,14,MIN,-3.0,40.5
2023,14,DEN,3.0,46
2023,14,CAR,5.0,39
2023,14,HOU,-3.0,33.5
2023,14,SEA,14.5,44.5
2023,14,TEN,13.5,45
2023,14,GB,-5.5,37
2023,15,LAC,3.0,35.5
2023,15,MIN,3.0,41
2023,15,DEN,5.0,49
2023,15,PIT,1.0,41.5
2023,15,SF,-11.5,48.5
2023,15,DAL,2.5,49
2023,15,ATL,-2.5,32
2023,15,CHI,3.0,37.5
2023,15,TB,4.0,41.5
2023,15,BAL,4.0,42.5
2023,15,WAS,6.5,48.5
2023,15,NYJ,7.0,35.5
2023,15,KC,-9.5,39.5
2023,15,NYG,6.0,39.5
2023,15,HOU,3.0,38
2023,15,PHI,-4.0,46.5
2023,16,NO,4.0,45
2023,16,BUF,-12.5,44.5
2023,16,CIN,-3.0,39
2023,16,IND,2.5,44.5
2023,16,GB,-3.5,38.5
2023,16,ARI,4.5,42
2023,16,NE,7.0,37.5
2023,16,CLE,-3.0,40
2023,16,DAL,1.5,48.5
2023,16,DET,-2.5,47.5
2023,16,WAS,3.0,37
2023,16,JAX,-2.0,43
2023,16,SEA,-3.0,42
2023,16,LVR,11.0,40.5
2023,16,NYG,14.0,41.5
2023,16,BAL,6.5,47.5
2023,17,NYJ,7.0,33.5
2023,17,DET,4.0,53
2023,17,MIA,3.0,46.5
2023,17,NE,14.5,40
2023,17,ATL,2.5,39
2023,17,LAC,3.5,39
2023,17,TEN,5.0,44
2023,17,LVR,3.5,42
2023,17,CAR,3.5,37.5
2023,17,CIN,7.0,46.5
2023,17,GB,1.0,42.5
2023,17,LAR,-6.0,43.5
2023,17,ARI,12.5,48
2023,17,PIT,4.0,40.5
2023,17,NO,2.5,42.5
2023,17,SF,-14.0,48.5
2023,18,PIT,-3.0,34
2023,18,SEA,-3.0,48
2023,18,TB,-4.5,36.5
2023,18,CLE,7.0,37
2023,18,MIN,4.0,47.5
2023,18,CHI,2.5,46
2023,18,HOU,-1.0,47.5
2023,18,DEN,3.5,37.5
2023,18,KC,3.5,35
2023,18,BUF,-2.5,48
2023,18,NYJ,2.0,28.5
2023,18,ATL,3.0,41.5
2023,18,PHI,-5.0,43.5
2023,18,LAR,5.5,40
2023,18,JAX,-3.5,41.5
2023,18,DAL,-13.0,47.5
2024,1,BAL,3.0,47
2024,1,GB,2.0,49.5
2024,1,PIT,3.5,42
2024,1,ARI,6.5,46.5
2024,1,TEN,4.0,44.5
2024,1,NE,8.0,41
2024,1,DAL,2.5,41
2024,1,LAR,4.5,52.5
2024,1,HOU,-3.0,48.5
2024,1,LVR,3.0,40
2024,1,JAX,3.5,49
2024,1,CAR,4.0,41.5
2024,1,MIN,-1.5,41
2024,1,DEN,6.0,42
2024,1,WAS,3.5,42.5
2024,1,NYJ,3.5,43.5
2024,2,BUF,2.5,48.5
2024,2,LAR,1.0,47.5
2024,2,LVR,8.5,41.5
2024,2,LAC,-4.5,38.5
2024,2,NO,6.5,47
2024,2,PIT,-2.5,36.5
2024,2,TB,7.5,51.5
2024,2,IND,-2.5,41.5
2024,2,CHI,6.0,45.5
2024,2,CLE,3.0,41.5
2024,2,CIN,6.5,47.5
2024,2,SF,-4.5,46.5
2024,2,SEA,-3.0,38.5
2024,2,NYJ,-4.0,41.5
2024,2,NYG,1.5,42.5
2024,2,ATL,5.5,46.5
2024,3,NE,-6.0,39
2024,3,DET,-3.0,51.5
2024,3,KC,-3.5,46.5
2024,3,NYG,6.5,38
2024,3,BAL,-1.5,47.5
2024,3,CHI,1.5,43.5
2024,3,CAR,5.5,40
2024,3,SF,-6.0,44.5
2024,3,HOU,-2.0,46.5
2024,3,PHI,2.5,49.5
2024,3,LAC,2.5,35.5
2024,3,MIA,4.0,41.5
2024,3,DEN,6.0,40.5
2024,3,GB,3.0,37
2024,3,JAX,4.0,46.5
2024,3,WAS,7.5,46
2024,4,DAL,-5.0,44.5
2024,4,WAS,3.5,48.5
2024,4,NO,2.5,42.5
2024,4,BUF,2.5,47.5
2024,4,CIN,-4.5,47
2024,4,LAR,3.0,40.5
2024,4,MIN,2.5,44.5
2024,4,JAX,5.5,44.5
2024,4,PIT,-2.5,40.5
2024,4,CLE,-2.5,37
2024,4,KC,-7.0,41.5
2024,4,DEN,8.0,39.5
2024,4,NE,10.5,41.5
2024,4,PHI,-1.0,42.5
2024,4,SEA,4.0,47
2024,4,TEN,2.5,38
2024,5,TB,2.5,44
2024,5,CAR,4.0,40.5
2024,5,BAL,-2.5,48
2024,5,LVR,3.0,36
2024,5,BUF,1.0,47.5
2024,5,IND,3.5,45
2024,5,GB,-3.0,49.5
2024,5,NYJ,2.5,42
2024,5,MIA,-2.0,37
2024,5,DAL,2.5,44
2024,5,ARI,7.0,49
2024,5,NYG,7.0,42.5
2024,5,CLE,3.0,44
2024,5,NO,5.5,43
2024,6,SF,-3.5,48.5
2024,6,WAS,7.0,51
2024,6,ATL,-6.0,46
2024,6,JAX,-1.5,44.5
2024,6,DET,-3.5,53.5
2024,6,LAC,-3.0,36.5
2024,6,ARI,5.5,47
2024,6,PIT,-3.0,36.5
2024,6,HOU,-6.5,38
2024,6,TB,-3.5,42.5
2024,6,CIN,-4.0,46.5
2024,6,CLE,8.5,42
2024,6,IND,2.5,42.5
2024,6,BUF,-1.0,41
2024,7,DEN,-3.0,37
2024,7,SEA,3.0,51.5
2024,7,TEN,9.5,41
2024,7,CIN,-5.5,41.5
2024,7,HOU,3.0,48
2024,7,MIA,3.0,44
2024,7,NE,7.0,42.5
2024,7,LVR,7.0,43.5
2024,7,DET,1.0,50.5
2024,7,PHI,-3.0,42
2024,7,NYJ,-2.5,40.5
2024,7,KC,2.5,48
2024,7,CAR,10.0,51
2024,7,LAC,-1.0,44.5
2024,7,BAL,-4.0,51
2024,8,MIN,-3.0,47
2024,8,PHI,2.5,47.5
2024,8,BAL,-7.5,44.5
2024,8,CAR,13.0,40.5
2024,8,TEN,12.0,45
2024,8,IND,4.5,45
2024,8,GB,-3.5,49
2024,8,KC,-8.5,43
2024,8,NO,7.0,41.5
2024,8,ARI,4.0,46.5
2024,8,NYJ,-7.0,41
2024,8,DAL,5.5,47.5
2024,8,BUF,-3.0,45
2024,8,ATL,-1.5,46.5
2024,8,CHI,1.5,46.5
2024,8,NYG,6.0,37.5
2024,9,HOU,2.5,43
2024,9,CHI,1.5,44.5
2024,9,DAL,3.0,52
2024,9,DEN,9.0,46.5
2024,9,MIA,6.0,49
2024,9,NO,-7.0,43.5
2024,9,LVR,7.5,45
2024,9,LAC,-2.0,42.5
2024,9,DET,-2.5,48.5
2024,9,IND,6.0,47
2024,9,WAS,-4.0,44
2024,9,JAX,7.5,46
2024,9,LAR,-1.5,48.5
2024,9,NE,3.5,38
2024,9,TB,9.0,45.5
2024,10,CIN,6.0,52.5
2024,10,NYJ,-2.0,46
2024,10,NYG,-6.5,40.5
2024,10,NE,6.0,37.5
2024,10,PHI,-7.0,44.5
2024,10,DET,-4.0,49
2024,10,BUF,-4.5,47
2024,10,MIN,-7.0,42.5
2024,10,DEN,7.0,42.5
2024,10,TEN,8.0,40
2024,10,ATL,-3.5,47.5
2024,10,SF,-6.5,50
2024,10,PIT,2.0,45
2024,10,MIA,2.0,49.5
2024,11,WAS,4.0,49.5
2024,11,KC,2.5,47
2024,11,GB,-6.0,41
2024,11,ATL,2.0,44.5
2024,11,JAX,13.5,47.5
2024,11,CIN,1.0,48
2024,11,LVR,7.5,43.5
2024,11,LAR,-4.0,43
2024,11,CLE,-1.0,44
2024,11,IND,4.0,43
2024,11,BAL,-3.0,48
2024,11,SEA,6.0,49
2024,11,MIN,-6.0,40
2024,11,HOU,-7.0,41.5
2024,12,PIT,-3.5,36.5
2024,12,KC,-10.5,43
2024,12,MIN,-3.0,39.5
2024,12,SF,6.0,44.5
2024,12,TEN,8.0,40.5
2024,12,DET,-7.0,50.5
2024,12,DEN,-5.5,41.5
2024,12,PHI,-3.0,48.5
2024,12,NE,7.5,45.5
2024,12,TB,-6.0,40
2024,12,ARI,-1.0,46.5
2024,12,DAL,10.5,44.5
2024,12,BAL,-3.0,51
2024,13,NYG,4.0,38.5
2024,13,CHI,10.0,48
2024,13,MIA,3.5,47.5
2024,13,LVR,13.5,42
2024,13,LAC,-1.0,47
2024,13,PHI,3.0,50
2024,13,SF,6.5,45.5
2024,13,TB,-6.5,46
2024,13,PIT,3.0,46
2024,13,HOU,-3.0,45
2024,13,ARI,3.5,45
2024,13,IND,-2.5,41.5
2024,13,LAR,-2.5,49
2024,13,SEA,1.5,41.5
2024,13,TEN,6.0,45
2024,13,CLE,6.5,41.5
2024,14,GB,3.5,52.5
2024,14,SEA,3.0,45.5
2024,14,LAC,4.5,43
2024,14,BUF,-3.5,50.5
2024,14,NYJ,6.5,45
2024,14,ATL,6.0,46.5
2024,14,NO,-5.5,41
2024,14,CAR,14.0,45
2024,14,CLE,6.0,43
2024,14,CHI,3.0,43.5
2024,14,LVR,6.5,47
2024,14,JAX,3.0,40.5
2024,14,CIN,-4.5,50.5
2024,15,LAR,3.0,48.5
2024,15,NE,6.0,46.5
2024,15,DAL,2.5,42
2024,15,KC,-4.0,41
2024,15,IND,4.5,44
2024,15,BUF,2.0,55.5
2024,15,MIA,2.5,46
2024,15,NYJ,-3.5,41.5
2024,15,TB,3.0,46
2024,15,WAS,-7.5,44.5
2024,15,BAL,-17.0,43.5
2024,15,PIT,5.5,43
2024,15,GB,-3.0,48
2024,15,CIN,-6.0,46
2024,15,ATL,-6.0,44.5
2024,15,CHI,7.0,43.5
2024,16,DEN,2.5,41.5
2024,16,PIT,7.0,44
2024,16,HOU,3.5,42.5
2024,16,NYG,9.5,43
2024,16,NE,14.0,48
2024,16,ARI,-5.5,47
2024,16,DET,-7.0,47.5
2024,16,CLE,10.0,46.5
2024,16,TB,-4.5,47.5
2024,16,TEN,4.0,42.5
2024,16,JAX,2.5,41.5
2024,16,SF,-1.5,44
2024,16,LAR,-3.0,47
2024,16,MIN,-2.5,43
2024,16,PHI,-4.0,47
2024,16,NO,14.0,43.5
2024,17,BAL,-6.5,47
2024,17,KC,-2.0,46
2024,17,SEA,-4.5,42
2024,17,NYJ,10.0,44.5
2024,17,DEN,3.0,50.5
2024,17,ARI,6.5,48
2024,17,LAC,-6.0,42
2024,17,MIA,-3.0,32.5
2024,17,TEN,1.0,38
2024,17,GB,1.0,49
2024,17,LVR,-1.5,37.5
2024,17,IND,-7.5,40.5
2024,17,DAL,7.5,37.5
2024,17,CAR,10.0,47.5
2024,17,ATL,3.5,46.5
2024,17,DET,-4.0,50
2024,18,CLE,20.0,42
2024,18,SF,5.0,43
2024,18,CAR,8.0,49
2024,18,WAS,-7.0,43.5
2024,18,KC,11.0,40.5
2024,18,MIN,3.0,56.5
2024,18,CHI,10.0,41.5
2024,18,JAX,3.5,45.5
2024,18,LAC,-7.0,42
2024,18,SEA,-7.5,38.5
2024,18,BUF,-3.5,36.5
2024,18,MIA,2.0,39.5
2024,18,NYG,3.0,36
2024,18,CIN,-2.5,48.5
2024,18,NO,14.5,44.5
2024,18,HOU,2.5,36.5
